Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Quarter,Price_per_kWh,Range_per_kWh
2022,7,0,4,8140,8786,77684.24,120,679,829.06,0,10324,3,647.3686666666667,5.658333333333333
2018,9,0,1,14916,15947,108009.63,75,443,991.17,2,11512,3,1440.1284,5.906666666666666
2019,4,1,3,12794,14038,85776.57,60,343,658.25,1,14603,2,1429.6095,5.716666666666667
2019,9,3,0,3533,4017,73478.48,60,358,189.72,1,9396,3,1224.6413333333333,5.966666666666667
2018,7,2,0,15866,17292,85959.55,100,564,1342.26,2,3077,3,859.5955,5.64
2024,11,2,4,5203,5352,95729.01,82,453,353.54,2,6760,4,1167.4269512195121,5.524390243902439
2018,6,2,0,10527,10795,58886.11,75,417,658.46,2,9222,2,785.1481333333334,5.56
2016,2,3,4,14643,15161,55144.77,100,558,1225.62,0,9237,1,551.4476999999999,5.58
2019,5,2,2,18391,19591,70485.86,60,346,954.49,1,4600,2,1174.7643333333333,5.766666666666667
2024,7,1,2,2561,2848,89562.13,60,343,131.76,0,6711,3,1492.7021666666667,5.716666666666667
2018,12,1,2,14006,15697,109152.78,75,427,897.08,2,3615,4,1455.3704,5.693333333333333
2016,9,2,2,10718,11136,113503.65,60,350,562.69,2,9725,3,1891.7275,5.833333333333333
2015,12,3,3,10764,11784,68186.25,60,349,563.5,0,9479,4,1136.4375,5.816666666666666
2016,6,2,4,9163,10262,64282.49,100,577,793.06,0,11796,2,642.8249,5.77
2020,6,1,3,13212,15110,55439.87,100,576,1141.52,1,6640,2,554.3987000000001,5.76
2024,7,0,2,6295,6909,102989.63,75,440,415.47,0,9118,3,1373.1950666666667,5.866666666666666
2015,1,1,4,10835,11723,62939.81,120,718,1166.93,2,12301,1,524.4984166666667,5.983333333333333
2022,3,3,4,15239,17202,65984.89,75,420,960.06,2,5414,1,879.7985333333334,5.6
2023,9,3,0,16468,17844,109706.93,82,463,1143.7,1,9284,3,1337.8893902439024,5.646341463414634
2016,4,2,1,10327,10916,111458.2,120,712,1102.92,0,12671,2,928.8183333333333,5.933333333333334
2022,1,1,4,4983,5420,81003.99,60,331,247.41,1,6835,1,1350.0665000000001,5.516666666666667
2016,4,3,0,10136,10238,106024.96,82,460,699.38,2,9480,2,1292.9873170731707,5.609756097560975
2016,10,1,3,14647,14853,113673.88,75,437,960.11,1,12951,4,1515.6517333333334,5.826666666666667
2021,11,3,1,10035,10461,98072.9,82,478,719.51,0,5657,4,1196.010975609756,5.829268292682927
2015,6,1,2,15474,16287,91294.24,82,467,1083.95,2,8249,2,1113.3443902439026,5.695121951219512
2021,11,2,0,11027,11391,77197.18,120,711,1176.03,2,11693,4,643.3098333333332,5.925
2015,7,3,1,5673,6344,84890.95,100,554,471.43,0,9445,3,848.9095,5.54
2019,3,1,2,8090,8442,82858.48,60,355,430.79,0,6658,1,1380.9746666666665,5.916666666666667
2022,3,0,3,14748,15047,70390.56,60,334,738.87,1,12734,1,1173.176,5.566666666666666
2025,7,1,2,7263,7826,64941.35,120,692,753.9,2,13024,3,541.1779166666666,5.766666666666667
2018,12,2,4,18736,19288,64822.21,120,662,1860.48,0,6864,4,540.1850833333333,5.516666666666667
2021,2,0,3,10288,11101,59878.83,60,330,509.26,0,12721,1,997.9805,5.5
2023,3,2,0,13992,15052,95339.64,75,431,904.58,1,8901,1,1271.1951999999999,5.746666666666667
2024,3,2,3,8095,8115,107035.44,60,340,412.84,1,9965,1,1783.924,5.666666666666667
2021,1,0,4,14376,16294,80830.42,82,487,1050.17,0,12008,1,985.7368292682927,5.939024390243903
2015,6,2,2,10855,12167,102378.18,100,559,910.19,0,5512,2,1023.7818,5.59
2019,7,0,4,11376,11660,114661.2,75,443,755.94,0,7248,3,1528.816,5.906666666666666
2018,2,3,0,4922,5477,87190.58,60,350,258.4,1,8141,1,1453.1763333333333,5.833333333333333
2023,12,2,3,10739,11242,62476.32,82,486,782.87,1,7842,4,761.9063414634146,5.926829268292683
2022,3,2,4,3025,3377,88655.56,100,583,264.54,2,6874,1,886.5556,5.83
2025,4,1,0,9374,10743,51202.11,82,489,687.58,2,7424,2,624.4159756097561,5.963414634146342
2021,10,3,1,9412,10170,51575.3,75,429,605.66,2,12376,4,687.6706666666668,5.72
2025,10,2,2,8179,8289,70058.32,75,448,549.63,2,9702,4,934.1109333333334,5.973333333333334
2018,11,1,3,14686,16707,112122.83,60,348,766.61,0,12699,4,1868.7138333333335,5.8
2020,10,0,1,5067,5275,112142.61,60,331,251.58,1,13964,4,1869.0435,5.516666666666667
2017,10,0,3,9176,9273,64755.52,60,336,462.47,2,8629,4,1079.2586666666666,5.6
2025,3,3,2,10136,10478,78754.4,60,356,541.26,2,9330,1,1312.5733333333333,5.933333333333334
2019,8,2,1,15767,16107,50603.33,75,413,976.77,0,10039,3,674.7110666666667,5.506666666666667
2022,8,0,2,9887,10191,101605.94,60,350,519.07,0,5955,3,1693.4323333333334,5.833333333333333
2016,4,1,0,6317,7033,74330.01,100,583,552.42,2,12545,2,743.3000999999999,5.83
2017,6,0,1,8663,8673,80350.8,60,332,431.42,2,11980,2,1339.18,5.533333333333333
2016,12,3,3,12787,13943,107869.52,120,719,1379.08,0,6460,4,898.9126666666667,5.991666666666666
2019,7,2,3,6486,6723,105898.91,82,455,442.67,0,12368,3,1291.4501219512194,5.548780487804878
2015,3,1,2,11929,11956,114982.3,120,685,1225.7,2,14599,1,958.1858333333333,5.708333333333333
2018,9,1,4,5427,6137,61820.09,120,663,539.72,1,11609,3,515.1674166666667,5.525
2020,8,2,2,13881,14957,113565.86,120,708,1474.16,1,3789,3,946.3821666666666,5.9
2021,12,0,1,4856,4919,96772.65,60,356,259.31,0,3693,4,1612.8774999999998,5.933333333333334
2017,4,0,3,2885,3069,52629.98,120,667,288.64,0,12186,2,438.58316666666667,5.558333333333334
2015,5,1,3,16130,16670,117425.58,75,412,996.83,1,14638,2,1565.6744,5.493333333333333
2017,11,0,2,5580,5893,105841.26,100,568,475.42,0,4044,4,1058.4125999999999,5.68
2024,12,0,3,18088,18840,83312.48,100,573,1554.66,0,7661,4,833.1247999999999,5.73
2021,6,2,0,5982,6153,78518.37,75,447,401.09,1,7527,2,1046.9116,5.96
2025,8,1,0,11435,11620,115455.36,60,338,579.75,1,9247,3,1924.256,5.633333333333334
2022,7,3,0,9098,10351,107062.62,75,449,612.75,2,13563,3,1427.5015999999998,5.986666666666666
2020,5,0,4,10136,11429,88538.17,120,709,1077.96,0,6642,2,737.8180833333333,5.908333333333333
2018,5,3,2,5386,5493,94267.74,75,417,336.89,1,9941,2,1256.9032,5.56
2024,2,3,0,15966,16719,108022.8,100,580,1389.04,0,7669,1,1080.228,5.8
2016,4,3,2,7770,8462,84773.68,82,491,572.26,1,4637,2,1033.8253658536585,5.987804878048781
2021,9,0,2,13332,15323,67686.41,82,468,935.91,2,9242,3,825.444024390244,5.7073170731707314
2017,4,3,4,14030,15411,66827.92,82,458,963.86,1,14018,2,814.9746341463415,5.585365853658536
2023,3,3,4,6214,7124,69688.2,120,717,668.32,1,3642,1,580.735,5.975
2024,10,3,0,15430,15790,105296.38,120,663,1534.51,0,5328,4,877.4698333333333,5.525
2017,1,0,0,9897,10319,59367.99,75,436,647.26,0,3651,1,791.5731999999999,5.8133333333333335
2016,7,1,2,15050,16500,54539.75,100,578,1304.83,0,9737,3,545.3975,5.78
2024,12,1,0,9061,9355,68450.11,82,459,623.85,1,12180,4,834.7574390243902,5.597560975609756
2022,3,0,2,17591,18945,111047.42,120,677,1786.37,1,4034,1,925.3951666666667,5.641666666666667
2016,2,0,4,5786,6539,62400.49,60,350,303.76,0,13057,1,1040.0081666666667,5.833333333333333
2018,4,1,4,10915,12057,113018.49,100,589,964.34,1,11116,2,1130.1849,5.89
2015,4,0,1,11229,12493,106478.43,82,491,827.02,2,7951,2,1298.5174390243901,5.987804878048781
2020,10,1,2,5140,5634,51640.31,120,685,528.13,0,13500,4,430.33591666666666,5.708333333333333
2023,6,3,2,9262,9758,70352.07,100,580,805.79,0,13833,2,703.5207,5.8
2015,4,3,4,13098,13438,80369.62,60,341,669.96,1,10390,2,1339.4936666666665,5.683333333333334
2016,8,0,0,8832,10136,104040.87,75,413,547.14,1,3782,3,1387.2115999999999,5.506666666666667
2025,10,2,1,13412,14323,72066.7,100,597,1201.04,2,13194,4,720.6669999999999,5.97
2016,6,3,4,12146,12628,51466.15,75,415,756.09,2,14614,2,686.2153333333333,5.533333333333333
2021,5,0,3,6296,6964,52182.24,120,712,672.41,0,4663,2,434.852,5.933333333333334
2021,5,2,4,15561,16424,84024.03,100,565,1318.79,2,4702,2,840.2402999999999,5.65
2017,2,3,2,244,267,99270.0,75,412,15.08,1,5003,1,1323.6,5.493333333333333
2022,10,3,0,16170,16386,64781.06,60,345,836.8,2,3240,4,1079.6843333333334,5.75
2021,2,1,2,8908,9004,111677.36,82,461,615.99,1,10115,1,1361.919024390244,5.621951219512195
2025,12,3,1,12098,12627,58627.89,120,708,1284.81,2,3110,4,488.56575,5.9
2023,2,1,4,7526,8104,73142.06,75,444,501.23,0,8685,1,975.2274666666666,5.92
2017,10,2,3,10725,12116,60844.77,60,332,534.1,0,8814,4,1014.0794999999999,5.533333333333333
2023,10,0,1,8910,9887,119253.33,60,338,451.74,2,13499,4,1987.5555,5.633333333333334
2023,8,2,4,6839,7695,79420.32,75,434,445.22,1,13475,3,1058.9376000000002,5.786666666666667
2024,4,1,1,13127,14901,56291.48,60,333,655.69,2,8946,2,938.1913333333334,5.55
2025,1,3,0,2006,2257,103091.22,120,679,204.31,2,4236,1,859.0935000000001,5.658333333333333
2020,2,1,2,11156,12741,103679.42,100,563,942.12,2,10089,1,1036.7942,5.63
2016,2,0,3,12451,14262,56573.05,120,700,1307.35,1,8325,1,471.44208333333336,5.833333333333333
2022,5,1,2,2213,2309,87883.16,120,661,219.42,0,3957,2,732.3596666666667,5.508333333333334
2015,11,1,2,10936,12225,56258.77,75,428,702.09,1,13549,4,750.1169333333332,5.706666666666667
2018,1,0,4,1328,1492,76922.78,82,469,93.42,1,6639,1,938.0826829268293,5.719512195121951
2015,8,0,3,17528,18643,101551.1,100,596,1567.0,1,14106,3,1015.5110000000001,5.96
2017,3,1,1,6659,6793,117055.39,60,345,344.6,0,5902,1,1950.9231666666667,5.75
2017,4,2,3,7289,7694,113135.81,82,484,529.18,1,14818,2,1379.705,5.902439024390244
2021,4,1,3,8545,9233,53450.98,120,660,845.95,1,5937,2,445.42483333333337,5.5
2022,9,1,2,10357,11217,81540.77,82,462,717.74,1,6576,3,994.3996341463416,5.634146341463414
2016,7,2,3,1489,1586,101065.58,100,588,131.33,0,4906,3,1010.6558,5.88
2025,9,2,4,12555,13111,51497.22,60,358,674.2,2,5036,3,858.287,5.966666666666667
2017,3,2,2,10076,10449,94843.06,75,437,660.48,0,4952,1,1264.5741333333333,5.826666666666667
2020,7,2,1,6574,7071,110595.15,75,421,415.15,2,3942,3,1474.6019999999999,5.613333333333333
2023,9,0,4,3581,3609,116405.93,100,582,312.62,0,13523,3,1164.0593,5.82
2024,11,3,1,13906,14284,67111.65,100,591,1232.77,2,10372,4,671.1165,5.91
2019,9,3,4,1329,1472,91036.48,75,430,85.72,0,5307,3,1213.8197333333333,5.733333333333333
2016,8,1,1,3539,3599,60587.28,120,673,357.26,2,6011,3,504.894,5.608333333333333
2015,10,2,4,15787,16541,93812.4,82,487,1153.24,0,10390,4,1144.0536585365853,5.939024390243903
2017,5,3,1,3987,4294,85622.34,120,682,407.87,2,14195,2,713.5195,5.683333333333334
2017,11,1,2,16816,17842,72976.32,75,429,1082.11,0,12149,4,973.0176000000001,5.72
2023,2,1,3,10361,10389,88192.59,82,479,744.44,0,12484,1,1075.5193902439023,5.841463414634147
2017,6,0,2,14497,14906,97072.23,60,359,780.66,1,4222,2,1617.8705,5.983333333333333
2017,2,2,0,10975,11083,65976.48,120,674,1109.57,1,8808,1,549.804,5.616666666666666
2016,4,1,4,12155,12521,87507.94,100,554,1010.08,0,8404,2,875.0794000000001,5.54
2017,7,3,0,10101,10186,84376.7,82,489,740.91,1,4264,3,1028.9841463414634,5.963414634146342
2024,7,3,2,8473,9665,72186.17,82,477,606.24,0,3960,3,880.3191463414634,5.817073170731708
2023,8,0,3,8254,9011,60702.1,75,414,512.57,1,5591,3,809.3613333333333,5.52
2016,10,1,0,14004,15629,92134.64,82,487,1022.99,0,8320,4,1123.5931707317072,5.939024390243903
2015,3,2,0,8661,9518,69595.37,100,597,775.59,0,11854,1,695.9536999999999,5.97
2017,6,3,4,5984,6051,116599.63,100,564,506.25,1,4104,2,1165.9963,5.64
2017,3,2,4,13529,15008,56677.95,82,468,949.74,2,3350,1,691.1945121951219,5.7073170731707314
2015,11,1,3,12699,14494,95475.27,82,475,904.8,2,9152,4,1164.3325609756098,5.7926829268292686
2017,1,0,1,11109,11947,81454.48,75,434,723.2,2,10497,1,1086.0597333333333,5.786666666666667
2016,2,0,2,13665,14597,86091.72,120,689,1412.28,0,11002,1,717.431,5.741666666666666
2018,4,1,2,17645,20199,53529.17,100,594,1572.17,2,9922,2,535.2917,5.94
2020,5,1,0,6793,7690,72977.86,75,416,423.88,2,13440,2,973.0381333333333,5.546666666666667
2025,9,3,0,13798,14822,116201.66,82,481,995.53,0,11766,3,1417.0934146341465,5.865853658536586
2018,4,0,3,6486,6577,108206.28,75,446,433.91,0,10797,2,1442.7504,5.946666666666666
2024,4,3,4,3880,4172,68982.44,75,448,260.74,1,8566,2,919.7658666666667,5.973333333333334
2020,9,3,2,6756,7714,59280.19,120,706,715.46,1,6177,3,494.0015833333334,5.883333333333334
2024,1,1,1,16404,17098,83700.47,100,552,1358.25,2,12810,1,837.0047,5.52
2015,5,3,4,4370,4616,55845.05,120,706,462.78,2,9700,2,465.3754166666667,5.883333333333334
2023,9,3,2,4688,5323,63867.29,75,413,290.42,0,3243,3,851.5638666666666,5.506666666666667
2022,10,1,3,12079,13501,64000.62,60,333,603.35,2,11109,4,1066.6770000000001,5.55
2015,2,3,2,6766,7709,106568.43,100,581,589.66,1,13457,1,1065.6843,5.81
2021,1,3,1,4497,4573,100443.14,60,345,232.72,2,13729,1,1674.0523333333333,5.75
2024,1,3,0,8771,9978,81508.7,120,704,926.22,2,8603,1,679.2391666666666,5.866666666666666
2021,4,1,2,17519,18226,106219.32,60,331,869.82,2,14905,2,1770.3220000000001,5.516666666666667
2019,1,0,4,10794,10867,80652.99,75,444,718.88,0,6148,1,1075.3732,5.92
2018,9,3,4,10850,11088,98322.6,75,447,727.49,1,11190,3,1310.968,5.96
2024,2,3,2,3021,3431,110853.81,120,674,305.42,1,3974,1,923.78175,5.616666666666666
2023,2,0,3,5798,5833,78202.27,82,489,425.28,2,3141,1,953.6862195121952,5.963414634146342
2018,9,1,1,14770,16435,106836.24,82,489,1083.38,0,6755,3,1302.8809756097562,5.963414634146342
2020,2,0,0,5880,6345,58881.1,120,695,612.99,2,8789,1,490.67583333333334,5.791666666666667
2025,8,3,1,12625,13469,71602.54,120,696,1318.05,0,5221,3,596.6878333333333,5.8
2022,6,3,0,7479,7535,111154.37,75,415,465.57,2,5960,2,1482.0582666666667,5.533333333333333
2020,11,1,2,15767,17014,78194.99,60,347,820.67,2,4070,4,1303.2498333333335,5.783333333333333
2024,11,3,3,9466,9638,50426.13,82,471,668.77,0,14979,4,614.9528048780487,5.7439024390243905
2016,11,2,4,9894,10915,59838.71,75,430,638.16,1,3330,4,797.8494666666667,5.733333333333333
2023,2,3,2,9190,10059,71085.8,75,413,569.32,2,13663,1,947.8106666666667,5.506666666666667
2015,4,2,4,9951,10036,88467.02,60,343,511.98,0,13652,2,1474.4503333333334,5.716666666666667
2025,9,1,1,6508,6909,67035.88,75,417,407.08,0,13288,3,893.8117333333334,5.56
2018,10,1,1,15011,15779,81092.84,75,437,983.97,2,9106,4,1081.2378666666666,5.826666666666667
2023,10,2,1,15735,15777,100572.29,100,591,1394.91,0,7789,4,1005.7229,5.91
2022,9,0,1,1940,2079,84919.57,75,420,122.22,2,6262,3,1132.2609333333335,5.6
2024,11,0,0,11286,11627,110476.99,60,339,573.89,0,14874,4,1841.2831666666668,5.65
2016,8,3,2,9094,9464,103157.88,120,686,935.77,2,12320,3,859.649,5.716666666666667
2021,9,0,0,13744,13932,85971.31,60,336,692.7,2,5174,3,1432.8551666666667,5.6
2021,11,3,3,9645,10063,106628.44,120,708,1024.3,0,8484,4,888.5703333333333,5.9
2017,12,2,2,3478,3949,107218.55,82,482,251.46,0,3667,4,1307.543292682927,5.878048780487805
2021,7,3,3,10517,11404,71935.74,120,677,1068.0,2,11800,3,599.4645,5.641666666666667
2017,11,1,1,9026,10314,62284.41,75,433,586.24,2,9951,4,830.4588,5.773333333333333
2024,5,2,3,11236,12899,77863.02,82,464,782.03,2,10493,2,949.549024390244,5.658536585365853
2016,4,1,2,6920,7833,95561.42,82,472,489.94,0,6892,2,1165.3831707317072,5.7560975609756095
2015,11,1,0,7876,7944,117837.18,100,594,701.75,1,14133,4,1178.3718,5.94
2022,10,3,3,9311,10061,119661.16,100,569,794.69,1,10384,4,1196.6116,5.69
2025,11,2,3,6457,7175,98539.81,100,562,544.33,2,6034,4,985.3981,5.62
2019,12,0,3,14386,15722,96444.32,100,591,1275.32,1,5585,4,964.4432,5.91
2018,9,1,2,1654,1853,110299.26,60,334,82.87,0,14428,3,1838.321,5.566666666666666
2020,4,1,4,8132,8438,72439.73,120,668,814.83,2,6554,2,603.6644166666666,5.566666666666666
2022,1,1,0,7779,8724,98279.11,75,439,512.25,2,11377,1,1310.3881333333334,5.8533333333333335
2024,4,3,2,7530,8178,108313.99,120,701,791.78,1,3253,2,902.6165833333333,5.841666666666667
2020,5,1,1,7844,7845,81470.83,100,591,695.37,0,9867,2,814.7083,5.91
2015,10,0,1,12482,13992,96114.84,60,350,655.3,2,13190,4,1601.914,5.833333333333333
2020,8,0,2,14744,15429,56005.6,120,665,1470.71,1,14078,3,466.7133333333333,5.541666666666667
2017,1,3,4,12064,13255,103628.12,82,485,877.66,2,10363,1,1263.7575609756097,5.914634146341464
2018,10,2,2,9655,10086,72428.09,60,334,483.72,1,12397,4,1207.1348333333333,5.566666666666666
2016,2,2,3,5427,6240,53374.84,82,491,399.7,2,7882,1,650.9126829268292,5.987804878048781
2019,2,1,4,13438,14220,108069.61,75,417,840.55,0,14224,1,1440.9281333333333,5.56
2020,2,1,1,10803,12231,86063.46,60,353,572.02,1,9745,1,1434.391,5.883333333333334
2020,4,3,4,11663,12383,59687.83,60,349,610.56,1,9296,2,994.7971666666667,5.816666666666666
2017,5,0,1,7895,8081,71685.15,100,564,667.92,0,13456,2,716.8515,5.64
2019,2,0,4,6884,7892,76404.12,100,590,609.23,2,8214,1,764.0412,5.9
2017,6,1,2,15361,15939,97321.84,100,585,1347.93,1,10320,2,973.2184,5.85
2020,2,3,2,12916,13310,111135.28,75,414,802.08,1,13663,1,1481.8037333333334,5.52
2025,12,0,4,14840,16581,71647.93,120,698,1553.75,2,13586,4,597.0660833333333,5.816666666666666
2023,5,1,0,16651,16945,117077.58,60,332,829.22,1,5772,2,1951.2930000000001,5.533333333333333
2017,10,0,0,9752,10159,105880.52,60,339,495.89,2,6592,4,1764.6753333333334,5.65
2020,12,2,2,3677,3723,58349.02,82,460,253.71,0,9002,4,711.5734146341463,5.609756097560975
2018,7,2,2,18271,18713,83021.79,82,473,1296.33,0,9843,3,1012.4608536585365,5.7682926829268295
2016,11,1,3,10075,11169,58439.09,100,595,899.19,1,3797,4,584.3909,5.95
2019,8,1,1,7614,7924,107116.91,120,682,778.91,1,4060,3,892.6409166666667,5.683333333333334
2020,5,0,3,2004,2223,111232.3,120,716,215.23,0,12661,2,926.9358333333333,5.966666666666667
2023,1,3,3,14120,15873,76797.69,120,695,1472.01,0,11649,1,639.9807500000001,5.791666666666667
2024,10,0,0,8169,8904,60938.29,82,472,578.37,1,5765,4,743.1498780487805,5.7560975609756095
2022,11,0,0,5997,6294,68885.72,75,431,387.71,2,8281,4,918.4762666666667,5.746666666666667
2016,3,0,0,10500,11998,92112.83,82,484,762.3,2,13610,1,1123.3271951219513,5.902439024390244
2017,6,1,4,11562,12777,97607.83,120,684,1186.26,0,3184,2,813.3985833333334,5.7
2020,4,1,1,7600,8624,112737.97,100,584,665.76,2,13307,2,1127.3797,5.84
2020,11,0,4,1504,1572,62726.59,120,665,150.02,2,11569,4,522.7215833333333,5.541666666666667
2020,12,2,3,13334,13717,54285.17,120,695,1390.07,1,14870,4,452.37641666666667,5.791666666666667
2022,12,0,4,10567,11778,93354.59,100,561,889.21,2,3011,4,933.5459,5.61
2016,10,1,2,16842,18849,52426.92,120,694,1753.25,0,14945,4,436.89099999999996,5.783333333333333
2017,3,0,0,11703,13032,61317.0,60,344,603.87,1,11619,1,1021.95,5.733333333333333
2019,5,0,0,7613,8216,52406.38,60,349,398.54,0,3977,2,873.4396666666667,5.816666666666666
2023,3,2,4,10430,11441,88175.4,82,453,708.72,1,11946,1,1075.309756097561,5.524390243902439
2024,10,0,3,4300,4787,81593.52,75,448,288.96,0,6129,4,1087.9136,5.973333333333334
2019,8,0,2,14086,14453,75285.12,82,477,1007.85,2,3848,3,918.111219512195,5.817073170731708
2023,2,0,4,13384,14564,85097.75,120,712,1429.41,2,4008,1,709.1479166666667,5.933333333333334
2020,12,3,4,8596,9674,95555.18,100,580,747.85,0,7009,4,955.5518,5.8
2021,10,3,4,15715,16991,72672.69,75,417,982.97,2,13650,4,968.9692,5.56
2021,12,3,3,7084,7179,91352.76,60,347,368.72,0,8025,4,1522.5459999999998,5.783333333333333
2024,10,3,2,11035,11367,105305.19,75,441,729.97,1,4351,4,1404.0692000000001,5.88
2021,7,2,2,11357,12845,73056.46,60,347,591.13,0,13167,3,1217.6076666666668,5.783333333333333
2017,4,2,1,3096,3247,99883.49,75,443,205.73,0,5179,2,1331.7798666666667,5.906666666666666
2021,8,1,3,9226,10565,102709.03,120,708,979.8,1,3393,3,855.9085833333334,5.9
2025,8,0,0,14792,14834,57854.1,120,719,1595.32,0,6364,3,482.1175,5.991666666666666
2024,10,2,4,9793,10014,82617.67,120,700,1028.26,1,12986,4,688.4805833333334,5.833333333333333
2017,5,0,2,11968,12960,77758.76,82,456,818.61,0,13383,2,948.2775609756097,5.560975609756097
2016,6,0,3,12651,12987,88151.88,75,449,852.04,2,14248,2,1175.3584,5.986666666666666
2015,5,0,1,10733,11466,93409.28,120,676,1088.33,2,5257,2,778.4106666666667,5.633333333333334
2024,4,0,1,5616,6095,78734.52,60,335,282.2,2,11941,2,1312.242,5.583333333333333
2023,11,2,4,11111,11422,85715.12,82,472,786.66,0,13514,4,1045.3063414634146,5.7560975609756095
2024,10,3,1,5736,6520,63624.08,120,696,598.84,1,14827,4,530.2006666666667,5.8
2024,7,0,3,17392,19819,79984.0,60,339,884.38,1,14726,3,1333.0666666666666,5.65
2017,11,2,3,9250,9926,80098.96,75,434,602.17,1,14994,4,1067.9861333333333,5.786666666666667
2024,4,1,3,9738,9893,74190.66,120,668,975.75,0,10632,2,618.2555,5.566666666666666
2016,6,1,4,5820,6203,92905.77,82,489,426.9,2,5888,2,1132.9971951219513,5.963414634146342
2020,1,0,1,12934,14720,117789.34,100,577,1119.44,1,8498,1,1177.8934,5.77
2023,7,2,4,8716,9361,53865.23,82,490,640.63,2,4542,3,656.8930487804878,5.975609756097561
2022,5,0,1,3048,3163,101224.33,60,334,152.7,0,7216,2,1687.0721666666666,5.566666666666666
2022,7,1,4,5763,6322,82499.07,100,574,496.19,0,8132,3,824.9907000000001,5.74
2019,11,0,4,20196,20348,54403.52,120,671,2032.73,1,3389,4,453.36266666666666,5.591666666666667
2025,6,1,2,14180,16298,85571.01,75,425,903.97,1,5230,2,1140.9468,5.666666666666667
2025,5,0,1,3900,4093,87971.21,120,717,419.44,2,5472,2,733.0934166666667,5.975
2024,2,0,3,13035,14376,51251.49,60,336,656.96,1,3833,1,854.1915,5.6
2016,11,0,4,8999,9429,90753.91,82,466,629.03,2,10212,4,1106.755,5.682926829268292
